No.,TimeStamp(UNIX),Latitude,Longitude,SSID,Channel,RSSI(dBm),,
260,1600943817,35.1587804,136.92391,AAA001,5,-71,,
261,1600943817,35.1587804,136.92391,AAA001,5,-71,,
262,1600943818,35.1587804,136.92391,AAA001,5,-71,,
263,1600943819,35.1587804,136.92391,AAA001,5,-71,,
264,1600943819,35.1587804,136.92391,AAA001,5,-71,,
265,1600943820,35.1587804,136.92391,AAA001,5,-71,,
266,1600943821,35.1587804,136.92391,AAA001,5,-71,,
267,1600943821,35.1587804,136.92391,AAA001,5,-71,,
268,1600943822,35.1587804,136.92391,AAA001,5,-71,,
269,1600943823,35.1587804,136.92391,AAA001,5,-71,,
270,1600943824,35.1587804,136.92391,AAA001,5,-71,,
271,1600943824,35.1587804,136.92391,AAA001,5,-71,,
272,1600943825,35.1587804,136.92391,AAA001,5,-73,,
273,1600943826,35.1587804,136.92391,AAA001,5,-73,,
274,1600943826,35.1587804,136.92391,AAA001,5,-73,,
275,1600943827,35.1587804,136.92391,AAA001,5,-73,,
276,1600943828,35.1587804,136.92391,AAA001,5,-73,,
277,1600943829,35.1587804,136.92391,AAA001,5,-73,,
278,1600943829,35.1587804,136.92391,AAA001,5,-73,,
279,1600943830,35.1587804,136.92391,AAA001,5,-73,,
280,1600943831,35.1587804,136.92391,AAA001,5,-73,,
281,1600943831,35.1587804,136.92391,AAA001,5,-73,,
282,1600943832,35.1587804,136.92391,AAA001,5,-73,,
283,1600943833,35.1587804,136.92391,AAA001,5,-73,,
284,1600943833,35.1587804,136.92391,AAA001,5,-73,,
285,1600943834,35.1587804,136.92391,AAA001,5,-73,,
286,1600943835,35.1587804,136.92391,AAA001,5,-73,,
287,1600943835,35.1587804,136.92391,AAA001,5,-73,,
288,1600943836,35.1587804,136.92391,AAA001,5,-73,,
289,1600943837,35.1587804,136.92391,AAA001,5,-73,,
290,1600943838,35.1587804,136.92391,AAA001,5,-73,,
291,1600943838,35.1587804,136.92391,AAA001,5,-73,,
292,1600943839,35.1587804,136.92391,AAA001,5,-73,,
293,1600943840,35.1587804,136.92391,AAA001,5,-73,,
294,1600943840,35.1587804,136.92391,AAA001,5,-73,,
295,1600943841,35.1587804,136.92391,AAA001,5,-73,,
296,1600943842,35.1587804,136.92391,AAA001,5,-73,,
297,1600943842,35.1587804,136.92391,AAA001,5,-73,,
298,1600943843,35.1587804,136.92391,AAA001,5,-73,,
299,1600943844,35.1587804,136.92391,AAA001,5,-73,,
300,1600943845,35.1587804,136.92391,AAA001,5,-73,,
301,1600943923,35.1587949,136.9240763,AAA001,5,-72,,
302,1600943924,35.1587949,136.9240763,AAA001,5,-72,,
303,1600943925,35.1587949,136.9240763,AAA001,5,-72,,
304,1600943925,35.1587949,136.9240763,AAA001,5,-72,,
305,1600943926,35.1587949,136.9240763,AAA001,5,-72,,
306,1600943927,35.1587949,136.9240763,AAA001,5,-72,,
307,1600943928,35.1587949,136.9240763,AAA001,5,-72,,
308,1600943928,35.1587949,136.9240763,AAA001,5,-72,,
309,1600943929,35.1587949,136.9240763,AAA001,5,-72,,
310,1600943929,35.1587949,136.9240763,AAA001,5,-72,,
311,1600943930,35.1587949,136.9240763,AAA001,5,-72,,
312,1600943931,35.1587949,136.9240763,AAA001,5,-72,,
313,1600943932,35.1587949,136.9240763,AAA001,5,-72,,
314,1600943932,35.1587949,136.9240763,AAA001,5,-72,,
315,1600943933,35.1587949,136.9240763,AAA001,5,-72,,
316,1600943934,35.1587949,136.9240763,AAA001,5,-72,,
317,1600943935,35.1587949,136.9240763,AAA001,5,-72,,
318,1600943935,35.1587949,136.9240763,AAA001,5,-72,,
319,1600943936,35.1587949,136.9240763,AAA001,5,-72,,
320,1600943937,35.1587949,136.9240763,AAA001,5,-72,,
321,1600943937,35.1587949,136.9240763,AAA001,5,-72,,
322,1600943938,35.1587949,136.9240763,AAA001,5,-72,,
323,1600943939,35.1587949,136.9240763,AAA001,5,-72,,
324,1600943940,35.1587949,136.9240763,AAA001,5,-72,,
325,1600943940,35.1587949,136.9240763,AAA001,5,-72,,
326,1600943941,35.1587949,136.9240763,AAA001,5,-72,,
327,1600943942,35.1587949,136.9240763,AAA001,5,-72,,
328,1600943943,35.1587949,136.9240763,AAA001,5,-72,,
329,1600943943,35.1587949,136.9240763,AAA001,5,-72,,
330,1600943944,35.1587949,136.9240763,AAA001,5,-72,,
331,1600943945,35.1587949,136.9240763,AAA001,5,-72,,
332,1600943946,35.1587949,136.9240763,AAA001,5,-72,,
333,1600943946,35.1587949,136.9240763,AAA001,5,-72,,
334,1600943947,35.1587949,136.9240763,AAA001,5,-72,,
335,1600943948,35.1587949,136.9240763,AAA001,5,-72,,
336,1600943949,35.1587949,136.9240763,AAA001,5,-72,,
337,1600943949,35.1587949,136.9240763,AAA001,5,-72,,
338,1600943950,35.1587949,136.9240763,AAA001,5,-72,,
339,1600943951,35.1587949,136.9240763,AAA001,5,-72,,
340,1600943952,35.1587949,136.9240763,AAA001,5,-72,,
341,1600943952,35.1587949,136.9240763,AAA001,5,-72,,
342,1600943953,35.1587949,136.9240763,AAA001,5,-72,,
343,1600943954,35.1587949,136.9240763,AAA001,5,-72,,
344,1600943954,35.1587949,136.9240763,AAA001,5,-72,,
345,1600943955,35.1587949,136.9240763,AAA001,5,-72,,
346,1600943956,35.1587949,136.9240763,AAA001,5,-72,,
347,1600943957,35.1587949,136.9240763,AAA001,5,-72,,
348,1600943957,35.1587949,136.9240763,AAA001,5,-72,,
349,1600943958,35.1587949,136.9240763,AAA001,5,-72,,
350,1600943959,35.1587949,136.9240763,AAA001,5,-72,,
351,1600943959,35.1587949,136.9240763,AAA001,5,-72,,
352,1600943960,35.1587949,136.9240763,AAA001,5,-72,,
353,1600943961,35.1587949,136.9240763,AAA001,5,-72,,
354,1600943962,35.1587949,136.9240763,AAA001,5,-72,,
355,1600943962,35.1587949,136.9240763,AAA001,5,-72,,
356,1600943963,35.1587949,136.9240763,AAA001,5,-72,,
357,1600943964,35.1587949,136.9240763,AAA001,5,-72,,
358,1600943965,35.1587949,136.9240763,AAA001,5,-72,,
359,1600943965,35.1587949,136.9240763,AAA001,5,-72,,
360,1600943966,35.1587949,136.9240763,AAA001,5,-72,,
361,1600943967,35.1587949,136.9240763,AAA001,5,-72,,
362,1600943967,35.1587949,136.9240763,AAA001,5,-72,,
363,1600943968,35.1587949,136.9240763,AAA001,5,-72,,
364,1600943969,35.1587949,136.9240763,AAA001,5,-72,,
365,1600943970,35.1587949,136.9240763,AAA001,5,-72,,
366,1600943970,35.1587949,136.9240763,AAA001,5,-72,,
367,1600943971,35.1587949,136.9240763,AAA001,5,-72,,
368,1600943972,35.1587949,136.9240763,AAA001,5,-72,,
369,1600943972,35.1587949,136.9240763,AAA001,5,-72,,
370,1600943973,35.1587949,136.9240763,AAA001,5,-72,,
371,1600943974,35.1587949,136.9240763,AAA001,5,-72,,
372,1600943975,35.1587949,136.9240763,AAA001,5,-72,,
373,1600943975,35.1587949,136.9240763,AAA001,5,-72,,
374,1600943976,35.1587949,136.9240763,AAA001,5,-72,,
375,1600943977,35.1587949,136.9240763,AAA001,5,-72,,
376,1600943977,35.1587949,136.9240763,AAA001,5,-72,,
377,1600943978,35.1587949,136.9240763,AAA001,5,-72,,
378,1600943979,35.1587949,136.9240763,AAA001,5,-72,,
379,1600943980,35.1587949,136.9240763,AAA001,5,-72,,
380,1600943980,35.1587949,136.9240763,AAA001,5,-72,,
381,1600943981,35.1587949,136.9240763,AAA001,5,-72,,
382,1600943982,35.1587949,136.9240763,AAA001,5,-72,,
383,1600943982,35.1587949,136.9240763,AAA001,5,-72,,
384,1600943983,35.1587949,136.9240763,AAA001,5,-72,,
385,1600943984,35.1587949,136.9240763,AAA001,5,-72,,
386,1600943985,35.1587949,136.9240763,AAA001,5,-72,,
387,1600943985,35.1587949,136.9240763,AAA001,5,-72,,
388,1600943986,35.1587949,136.9240763,AAA001,5,-72,,
389,1600943987,35.1587949,136.9240763,AAA001,5,-72,,
390,1600943988,35.1587949,136.9240763,AAA001,5,-72,,
391,1600943988,35.1587949,136.9240763,AAA001,5,-72,,
392,1600943989,35.1587949,136.9240763,AAA001,5,-71,,
393,1600943990,35.1587949,136.9240763,AAA001,5,-71,,
394,1600943991,35.1587949,136.9240763,AAA001,5,-71,,
395,1600943991,35.1587949,136.9240763,AAA001,5,-71,,
396,1600943992,35.1587949,136.9240763,AAA001,5,-71,,
397,1600943993,35.1587949,136.9240763,AAA001,5,-71,,
398,1600943993,35.1587949,136.9240763,AAA001,5,-71,,
399,1600943994,35.1587949,136.9240763,AAA001,5,-71,,
400,1600943995,35.1587949,136.9240763,AAA001,5,-71,,
401,1600944284,35.1588124,136.9242134,AAA001,5,-69,,
402,1600944285,35.1588124,136.9242134,AAA001,5,-69,,
403,1600944285,35.1588124,136.9242134,AAA001,5,-69,,
404,1600944286,35.1588124,136.9242134,AAA001,5,-69,,
405,1600944287,35.1588124,136.9242134,AAA001,5,-69,,
406,1600944287,35.1588124,136.9242134,AAA001,5,-69,,
407,1600944288,35.1588124,136.9242134,AAA001,5,-69,,
408,1600944289,35.1588124,136.9242134,AAA001,5,-69,,
409,1600944290,35.1588124,136.9242134,AAA001,5,-69,,
410,1600944290,35.1588124,136.9242134,AAA001,5,-69,,
411,1600944291,35.1588124,136.9242134,AAA001,5,-69,,
412,1600944292,35.1588124,136.9242134,AAA001,5,-69,,
413,1600944292,35.1588124,136.9242134,AAA001,5,-69,,
414,1600944293,35.1588124,136.9242134,AAA001,5,-69,,
415,1600944294,35.1588124,136.9242134,AAA001,5,-69,,
416,1600944295,35.1588124,136.9242134,AAA001,5,-69,,
417,1600944295,35.1588124,136.9242134,AAA001,5,-69,,
418,1600944296,35.1588124,136.9242134,AAA001,5,-69,,
419,1600944297,35.1588124,136.9242134,AAA001,5,-69,,
420,1600944297,35.1588124,136.9242134,AAA001,5,-69,,
421,1600944298,35.1588124,136.9242134,AAA001,5,-69,,
422,1600944299,35.1588124,136.9242134,AAA001,5,-69,,
423,1600944299,35.1588124,136.9242134,AAA001,5,-69,,
424,1600944300,35.1588124,136.9242134,AAA001,5,-69,,
425,1600944301,35.1588124,136.9242134,AAA001,5,-69,,
426,1600944301,35.1588124,136.9242134,AAA001,5,-69,,
427,1600944302,35.1588124,136.9242134,AAA001,5,-69,,
428,1600944303,35.1588124,136.9242134,AAA001,5,-69,,
429,1600944304,35.1588124,136.9242134,AAA001,5,-69,,
430,1600944305,35.1588124,136.9242134,AAA001,5,-69,,
431,1600944305,35.1588124,136.9242134,AAA001,5,-69,,
432,1600944306,35.1588124,136.9242134,AAA001,5,-69,,
433,1600944307,35.1588124,136.9242134,AAA001,5,-69,,
434,1600944307,35.1588124,136.9242134,AAA001,5,-69,,
435,1600944308,35.1588124,136.9242134,AAA001,5,-69,,
436,1600944309,35.1588124,136.9242134,AAA001,5,-69,,
437,1600944309,35.1588124,136.9242134,AAA001,5,-69,,
438,1600944310,35.1588124,136.9242134,AAA001,5,-69,,
439,1600944311,35.1588124,136.9242134,AAA001,5,-69,,
440,1600944312,35.1588124,136.9242134,AAA001,5,-69,,
441,1600944312,35.1588124,136.9242134,AAA001,5,-69,,
442,1600944313,35.1588124,136.9242134,AAA001,5,-69,,
443,1600944314,35.1588124,136.9242134,AAA001,5,-69,,
444,1600944314,35.1588124,136.9242134,AAA001,5,-69,,
445,1600944315,35.1588124,136.9242134,AAA001,5,-75,,
446,1600944316,35.1588124,136.9242134,AAA001,5,-75,,
447,1600944316,35.1588124,136.9242134,AAA001,5,-75,,
448,1600944317,35.1588124,136.9242134,AAA001,5,-75,,
449,1600944318,35.1588124,136.9242134,AAA001,5,-75,,
450,1600944319,35.1588124,136.9242134,AAA001,5,-75,,
451,1600944319,35.1588124,136.9242134,AAA001,5,-75,,
452,1600944320,35.1588124,136.9242134,AAA001,5,-75,,
